Botuporã (BA),497,766,801,853,886,931
Brejões (BA),497,766,801,853,886,931
Brejolândia (BA),497,766,801,853,886,931
Brotas de Macaúbas (BA),497,766,801,853,886,931
Brumado (BA),497,766,801,853,886,931
Buerarema (BA),497,766,801,853,886,931
Buritirama (BA),497,766,801,853,886,931
Caatiba (BA),497,766,801,853,886,931
Cabaceiras do Paraguaçu (BA),497,766,801,853,886,931
Cachoeira (BA),497,766,801,853,886,931
Caculé (BA),497,766,801,853,886,931
Caém (BA),497,766,801,853,886,931
Caetanos (BA),497,766,801,853,886,931
Caetité (BA),497,766,801,853,886,931
Cafarnaum (BA),497,766,801,853,886,931
Cairu (BA),497,766,801,853,886,931
Caldeirão Grande (BA),497,766,801,853,886,931
Camacan (BA),497,766,801,853,886,931
Camaçari (BA),497,766,801,853,886,931
Camamu (BA),497,766,801,853,886,931
Campo Alegre de Lourdes (BA),497,766,801,853,886,931
Campo Formoso (BA),497,766,801,853,886,931
Canápolis (BA),497,766,801,853,886,931
Canarana (BA),497,766,801,853,886,931
Canavieiras (BA),497,766,801,853,886,931
Candeal (BA),497,766,801,853,886,931
Candeias (BA),497,766,801,853,886,931
Candiba (BA),497,766,801,853,886,931
Cândido Sales (BA),497,766,801,853,886,931
Cansanção (BA),497,766,801,853,886,931
Canudos (BA),497,766,801,853,886,931
Capela do Alto Alegre (BA),497,766,801,853,886,931
Capim Grosso (BA),497,766,801,853,886,931
Caraíbas (BA),497,766,801,853,886,931
Caravelas (BA),497,766,801,853,886,931
Cardeal da Silva (BA),497,766,801,853,886,931
Carinhanha (BA),497,766,801,853,886,931
Casa Nova (BA),497,766,801,853,886,931
Castro Alves (BA),497,766,801,853,886,931
Catolândia (BA),497,766,801,853,886,931
Catu (BA),497,766,801,853,886,931
Caturama (BA),497,766,801,853,886,931
Central (BA),497,766,801,853,886,931
Chorrochó (BA),497,766,801,853,886,931
Cícero Dantas (BA),497,766,801,853,886,931
Cipó (BA),497,766,801,853,886,931
Coaraci (BA),497,766,801,853,886,931
Cocos (BA),497,766,801,853,886,931
Conceição da Feira (BA),497,766,801,853,886,931
Conceição do Almeida (BA),497,766,801,853,886,931
Conceição do Coité (BA),497,766,801,853,886,931
Conceição do Jacuípe (BA),497,766,801,853,886,931
Conde (BA),497,766,801,853,886,931
Condeúba (BA),497,766,801,853,886,931
Contendas do Sincorá (BA),497,766,801,853,886,931
Coração de Maria (BA),497,766,801,853,886,931
Cordeiros (BA),497,766,801,853,886,931
Coribe (BA),497,766,801,853,886,931
Coronel João Sá (BA),497,766,801,853,886,931
Correntina (BA),497,766,801,853,886,931
Cotegipe (BA),497,766,801,853,886,931
Cravolândia (BA),497,766,801,853,886,931
Crisópolis (BA),497,766,801,853,886,931
Cristópolis (BA),497,766,801,853,886,931
Cruz das Almas (BA),497,766,801,853,886,931
Curaçá (BA),497,766,801,853,886,931
Dário Meira (BA),497,766,801,853,886,931
Dias d'Ávila (BA),497,766,801,853,886,931
Dom Basílio (BA),497,766,801,853,886,931
Dom Macedo Costa (BA),497,766,801,853,886,931
Elísio Medrado (BA),497,766,801,853,886,931
Encruzilhada (BA),497,766,801,853,886,931
Entre Rios (BA),497,766,801,853,886,931
Esplanada (BA),497,766,801,853,886,931
Euclides da Cunha (BA),497,766,801,853,886,931
Eunápolis (BA),497,766,801,853,886,931
Fátima (BA),497,766,801,853,886,931
Feira da Mata (BA),497,766,801,853,886,931
Feira de Santana (BA),497,766,801,853,886,931
Filadélfia (BA),497,766,801,853,886,931
Firmino Alves (BA),497,766,801,853,886,931
Floresta Azul (BA),497,766,801,853,886,931
Formosa do Rio Preto (BA),497,766,801,853,886,931
Gandu (BA),497,766,801,853,886,931
Gavião (BA),497,766,801,853,886,931
Gentio do Ouro (BA),497,766,801,853,886,931
Glória (BA),497,766,801,853,886,931
Gongogi (BA),497,766,801,853,886,931
Governador Mangabeira (BA),497,766,801,853,886,931
Guajeru (BA),497,766,801,853,886,931
Guanambi (BA),497,766,801,853,886,931
Guaratinga (BA),497,766,801,853,886,931
Heliópolis (BA),497,766,801,853,886,931
Iaçu (BA),497,766,801,853,886,931
Ibiassucê (BA),497,766,801,853,886,931
Ibicaraí (BA),497,766,801,853,886,931
Ibicoara (BA),497,766,801,853,886,931
Ibicuí (BA),497,766,801,853,886,931
Ibipeba (BA),497,766,801,853,886,931
Ibipitanga (BA),497,766,801,853,886,931
Ibiquera (BA),497,766,801,853,886,931
Ibirapitanga (BA),497,766,801,853,886,931
Ibirapuã (BA),497,766,801,853,886,931
Ibirataia (BA),497,766,801,853,886,931
Ibitiara (BA),497,766,801,853,886,931
Ibititá (BA),497,766,801,853,886,931
Ibotirama (BA),497,766,801,853,886,931
Ichu (BA),497,766,801,853,886,931
Igaporã (BA),497,766,801,853,886,931
Igrapiúna (BA),497,766,801,853,886,931
Iguaí (BA),497,766,801,853,886,931
Ilhéus (BA),497,766,801,853,886,931
Inhambupe (BA),497,766,801,853,886,931
Ipecaetá (BA),497,766,801,853,886,931
Ipiaú (BA),497,766,801,853,886,931
Ipirá (BA),497,766,801,853,886,931
Ipupiara (BA),497,766,801,853,886,931
Irajuba (BA),497,766,801,853,886,931
Iramaia (BA),497,766,801,853,886,931
Iraquara (BA),497,766,801,853,886,931
Irará (BA),497,766,801,853,886,931
Irecê (BA),497,766,801,853,886,931
Itabela (BA),497,766,801,853,886,931
Itaberaba (BA),497,766,801,853,886,931
Itabuna (BA),497,766,801,853,886,931
Itacaré (BA),497,766,801,853,886,931
Itaeté (BA),497,766,801,853,886,931
Itagi (BA),497,766,801,853,886,931
Itagibá (BA),497,766,801,853,886,931
Itagimirim (BA),497,766,801,853,886,931
Itaguaçu da Bahia (BA),497,766,801,853,886,931
Itaju do Colônia (BA),497,766,801,853,886,931
Itajuípe (BA),497,766,801,853,886,931
Itamaraju (BA),497,766,801,853,886,931
Itamari (BA),497,766,801,853,886,931
Itambé (BA),497,766,801,853,886,931
Itanagra (BA),497,766,801,853,886,931
Itanhém (BA),497,766,801,853,886,931
Itaparica (BA),497,766,801,853,886,931
Itapé (BA),497,766,801,853,886,931
Itapebi (BA),497,766,801,853,886,931
Itapetinga (BA),497,766,801,853,886,931
Itapicuru (BA),497,766,801,853,886,931
Itapitanga (BA),497,766,801,853,886,931
Itaquara (BA),497,766,801,853,886,931
Itarantim (BA),497,766,801,853,886,931
Itatim (BA),497,766,801,853,886,931
Itiruçu (BA),497,766,801,853,886,931
Itiúba (BA),497,766,801,853,886,931
Itororó (BA),497,766,801,853,886,931
Ituaçu (BA),497,766,801,853,886,931
Ituberá (BA),497,766,801,853,886,931
Iuiu (BA),497,766,801,853,886,931
Jaborandi (BA),497,766,801,853,886,931
Jacaraci (BA),497,766,801,853,886,931
Jacobina (BA),497,766,801,853,886,931
Jaguaquara (BA),497,766,801,853,886,931
Jaguarari (BA),497,766,801,853,886,931
Jaguaripe (BA),497,766,801,853,886,931
Jandaíra (BA),497,766,801,853,886,931
Jequié (BA),497,766,801,853,886,931
Jeremoabo (BA),497,766,801,853,886,931
Jiquiriçá (BA),497,766,801,853,886,931
Jitaúna (BA),497,766,801,853,886,931
João Dourado (BA),497,766,801,853,886,931
Juazeiro (BA),497,766,801,853,886,931
Jucuruçu (BA),497,766,801,853,886,931
Jussara (BA),497,766,801,853,886,931
Jussari (BA),497,766,801,853,886,931
Jussiape (BA),497,766,801,853,886,931
Lafaiete Coutinho (BA),497,766,801,853,886,931
Lagoa Real (BA),497,766,801,853,886,931
Laje (BA),497,766,801,853,886,931
Lajedão (BA),497,766,801,853,886,931
Lajedinho (BA),497,766,801,853,886,931
Lajedo do Tabocal (BA),497,766,801,853,886,931
Lamarão (BA),497,766,801,853,886,931
Lapão (BA),497,766,801,853,886,931
Lauro de Freitas (BA),497,766,801,853,886,931
Lençóis (BA),497,766,801,853,886,931
Licínio de Almeida (BA),497,766,801,853,886,931
Livramento de Nossa Senhora (BA),497,766,801,853,886,931
Luís Eduardo Magalhães (BA),497,766,801,853,886,931
Macajuba (BA),497,766,801,853,886,931
Macarani (BA),497,766,801,853,886,931
Macaúbas (BA),497,766,801,853,886,931
Macururé (BA),497,766,801,853,886,931
Madre de Deus (BA),497,766,801,853,886,931
Maetinga (BA),497,766,801,853,886,931
Maiquinique (BA),497,766,801,853,886,931
Mairi (BA),497,766,801,853,886,931
Malhada (BA),497,766,801,853,886,931
Malhada de Pedras (BA),497,766,801,853,886,931
Manoel Vitorino (BA),497,766,801,853,886,931
Mansidão (BA),497,766,801,853,886,931
Maracás (BA),497,766,801,853,886,931
Maragogipe (BA),497,766,801,853,886,931
Maraú (BA),497,766,801,853,886,931
Marcionílio Souza (BA),497,766,801,853,886,931
Mascote (BA),497,766,801,853,886,931
Mata de São João (BA),497,766,801,853,886,931
Matina (BA),497,766,801,853,886,931
Medeiros Neto (BA),497,766,801,853,886,931
Miguel Calmon (BA),497,766,801,853,886,931
Milagres (BA),497,766,801,853,886,931
Mirangaba (BA),497,766,801,853,886,931
Mirante (BA),497,766,801,853,886,931
Monte Santo (BA),497,766,801,853,886,931
Morpará (BA),497,766,801,853,886,931
Morro do Chapéu (BA),497,766,801,853,886,931
Mortugaba (BA),497,766,801,853,886,931
Mucugê (BA),497,766,801,853,886,931
Mucuri (BA),497,766,801,853,886,931
Mulungu do Morro (BA),497,766,801,853,886,931
Mundo Novo (BA),497,766,801,853,886,931
Muniz Ferreira (BA),497,766,801,853,886,931
Muquém do São Francisco (BA),497,766,801,853,886,931
Muritiba (BA),497,766,801,853,886,931
Mutuípe (BA),497,766,801,853,886,931
Nazaré (BA),497,766,801,853,886,931
Nilo Peçanha (BA),497,766,801,853,886,931
Nordestina (BA),497,766,801,853,886,931
Nova Canaã (BA),497,766,801,853,886,931
Nova Fátima (BA),497,766,801,853,886,931
Nova Ibiá (BA),497,766,801,853,886,931
Nova Itarana (BA),497,766,801,853,886,931
Nova Redenção (BA),497,766,801,853,886,931
Nova Soure (BA),497,766,801,853,886,931
Nova Viçosa (BA),497,766,801,853,886,931
Novo Horizonte (BA),497,766,801,853,886,931
Novo Triunfo (BA),497,766,801,853,886,931
Olindina (BA),497,766,801,853,886,931
Oliveira dos Brejinhos (BA),497,766,801,853,886,931
Ouriçangas (BA),497,766,801,853,886,931
Ourolândia (BA),497,766,801,853,886,931
Palmas de Monte Alto (BA),497,766,801,853,886,931
Palmeiras (BA),497,766,801,853,886,931
Paramirim (BA),497,766,801,853,886,931
Paratinga (BA),497,766,801,853,886,931
Paripiranga (BA),497,766,801,853,886,931
Pau Brasil (BA),497,766,801,853,886,931
Paulo Afonso (BA),497,766,801,853,886,931
Pé de Serra (BA),497,766,801,853,886,931
Pedrão (BA),497,766,801,853,886,931
Pedro Alexandre (BA),497,766,801,853,886,931
Piatã (BA),497,766,801,853,886,931
Pilão Arcado (BA),497,766,801,853,886,931
Pindaí (BA),497,766,801,853,886,931
Pindobaçu (BA),497,766,801,853,886,931
Pintadas (BA),497,766,801,853,886,931
Piraí do Norte (BA),497,766,801,853,886,931
Piripá (BA),497,766,801,853,886,931
Piritiba (BA),497,766,801,853,886,931
Planaltino (BA),497,766,801,853,886,931
Planalto (BA),497,766,801,853,886,931
Poções (BA),497,766,801,853,886,931
Pojuca (BA),497,766,801,853,886,931
Ponto Novo (BA),497,766,801,853,886,931
Porto Seguro (BA),497,766,801,853,886,931
Potiraguá (BA),497,766,801,853,886,931
Prado (BA),497,766,801,853,886,931
Presidente Dutra (BA),497,766,801,853,886,931
Presidente Jânio Quadros (BA),497,766,801,853,886,931
Presidente Tancredo Neves (BA),497,766,801,853,886,931
Queimadas (BA),497,766,801,853,886,931
Quijingue (BA),497,766,801,853,886,931
Quixabeira (BA),497,766,801,853,886,931
Rafael Jambeiro (BA),497,766,801,853,886,931
Remanso (BA),497,766,801,853,886,931
Retirolândia (BA),497,766,801,853,886,931
Riachão das Neves (BA),497,766,801,853,886,931
Riachão do Jacuípe (BA),497,766,801,853,886,931
Riacho de Santana (BA),497,766,801,853,886,931
Ribeira do Amparo (BA),497,766,801,853,886,931
Ribeira do Pombal (BA),497,766,801,853,886,931
Ribeirão do Largo (BA),497,766,801,853,886,931
Rio de Contas (BA),497,766,801,853,886,931
Rio do Antônio (BA),497,766,801,853,886,931
Rio do Pires (BA),497,766,801,853,886,931
Rio Real (BA),497,766,801,853,886,931
Rodelas (BA),497,766,801,853,886,931
Ruy Barbosa (BA),497,766,801,853,886,931
Salinas da Margarida (BA),497,766,801,853,886,931
Salvador (BA),497,766,801,853,886,931
Santa Bárbara (BA),497,766,801,853,886,931
Santa Brígida (BA),497,766,801,853,886,931
Santa Cruz Cabrália (BA),497,766,801,853,886,931
Santa Cruz da Vitória (BA),497,766,801,853,886,931
Santa Inês (BA),497,766,801,853,886,931
Santaluz (BA),497,766,801,853,886,931
Santa Luzia (BA),497,766,801,853,886,931
Santa Maria da Vitória (BA),497,766,801,853,886,931
Santana (BA),497,766,801,853,886,931
Santanópolis (BA),497,766,801,853,886,931
Santa Rita de Cássia (BA),497,766,801,853,886,931
Santa Terezinha (BA),497,766,801,853,886,931
Santo Amaro (BA),497,766,801,853,886,931
Santo Antônio de Jesus (BA),497,766,801,853,886,931
Santo Estêvão (BA),497,766,801,853,886,931
São Desidério (BA),497,766,801,853,886,931
São Domingos (BA),497,766,801,853,886,931
São Félix (BA),497,766,801,853,886,931
São Félix do Coribe (BA),497,766,801,853,886,931
São Felipe (BA),497,766,801,853,886,931
São Francisco do Conde (BA),497,766,801,853,886,931
São Gabriel (BA),497,766,801,853,886,931
São Gonçalo dos Campos (BA),497,766,801,853,886,931
São José da Vitória (BA),497,766,801,853,886,931
São José do Jacuípe (BA),497,766,801,853,886,931
São Miguel das Matas (BA),497,766,801,853,886,931
São Sebastião do Passé (BA),497,766,801,853,886,931
Sapeaçu (BA),497,766,801,853,886,931
Sátiro Dias (BA),497,766,801,853,886,931
Saubara (BA),497,766,801,853,886,931
Saúde (BA),497,766,801,853,886,931
Seabra (BA),497,766,801,853,886,931
Sebastião Laranjeiras (BA),497,766,801,853,886,931
Senhor do Bonfim (BA),497,766,801,853,886,931
Serra do Ramalho (BA),497,766,801,853,886,931
Sento Sé (BA),497,766,801,853,886,931
Serra Dourada (BA),497,766,801,853,886,931
Serra Preta (BA),497,766,801,853,886,931
Serrinha (BA),497,766,801,853,886,931
Serrolândia (BA),497,766,801,853,886,931
Simões Filho (BA),497,766,801,853,886,931
Sítio do Mato (BA),497,766,801,853,886,931
Sítio do Quinto (BA),497,766,801,853,886,931
Sobradinho (BA),497,766,801,853,886,931
Souto Soares (BA),497,766,801,853,886,931
Tabocas do Brejo Velho (BA),497,766,801,853,886,931
Tanhaçu (BA),497,766,801,853,886,931
Tanque Novo (BA),497,766,801,853,886,931
Tanquinho (BA),497,766,801,853,886,931
Taperoá (BA),497,766,801,853,886,931
Tapiramutá (BA),497,766,801,853,886,931
Teixeira de Freitas (BA),497,766,801,853,886,931
Teodoro Sampaio (BA),497,766,801,853,886,931
Teofilândia (BA),497,766,801,853,886,931
Teolândia (BA),497,766,801,853,886,931
Terra Nova (BA),497,766,801,853,886,931
Tremedal (BA),497,766,801,853,886,931
Tucano (BA),497,766,801,853,886,931
Uauá (BA),497,766,801,853,886,931
Ubaíra (BA),497,766,801,853,886,931
Ubaitaba (BA),497,766,801,853,886,931
Ubatã (BA),497,766,801,853,886,931
Uibaí (BA),497,766,801,853,886,931
Umburanas (BA),497,766,801,853,886,931
Una (BA),497,766,801,853,886,931
Urandi (BA),497,766,801,853,886,931
Uruçuca (BA),497,766,801,853,886,931
Utinga (BA),497,766,801,853,886,931
Valença (BA),497,766,801,853,886,931
Valente (BA),497,766,801,853,886,931
Várzea da Roça (BA),497,766,801,853,886,931
Várzea do Poço (BA),497,766,801,853,886,931
Várzea Nova (BA),497,766,801,853,886,931
Varzedo (BA),497,766,801,853,886,931
Vera Cruz (BA),497,766,801,853,886,931
Vereda (BA),497,766,801,853,886,931
Vitória da Conquista (BA),497,766,801,853,886,931
Wagner (BA),497,766,801,853,886,931
Wanderley (BA),497,766,801,853,886,931
Wenceslau Guimarães (BA),497,766,801,853,886,931
Xique-Xique (BA),497,766,801,853,886,931
Abaiara (CE),497,766,801,853,886,931
Acarape (CE),497,766,801,853,886,931
Acaraú (CE),497,766,801,853,886,931
Acopiara (CE),497,766,801,853,886,931
Aiuaba (CE),497,766,801,853,886,931
Alcântaras (CE),497,766,801,853,886,931
Altaneira (CE),497,766,801,853,886,931
Alto Santo (CE),497,766,801,853,886,931
Amontada (CE),497,766,801,853,886,931
Antonina do Norte (CE),497,766,801,853,886,931
Apuiarés (CE),497,766,801,853,886,931
Aquiraz (CE),497,766,801,853,886,931
Aracati (CE),497,766,801,853,886,931
Aracoiaba (CE),497,766,801,853,886,931
Ararendá (CE),497,766,801,853,886,931
Araripe (CE),497,766,801,853,886,931
Aratuba (CE),497,766,801,853,886,931
Arneiroz (CE),497,766,801,853,886,931
Assaré (CE),497,766,801,853,886,931
Aurora (CE),497,766,801,853,886,931
Baixio (CE),497,766,801,853,886,931
Banabuiú (CE),497,766,801,853,886,931
Barbalha (CE),497,766,801,853,886,931
Barreira (CE),497,766,801,853,886,931
Barro (CE),497,766,801,853,886,931
Barroquinha (CE),497,766,801,853,886,931
Baturité (CE),497,766,801,853,886,931
Beberibe (CE),497,766,801,853,886,931
Bela Cruz (CE),497,766,801,853,886,931
Boa Viagem (CE),497,766,801,853,886,931
Brejo Santo (CE),497,766,801,853,886,931
Camocim (CE),497,766,801,853,886,931
Campos Sales (CE),497,766,801,853,886,931
Canindé (CE),497,766,801,853,886,931
Capistrano (CE),497,766,801,853,886,931
Caridade (CE),497,766,801,853,886,931
Cariré (CE),497,766,801,853,886,931
Caririaçu (CE),497,766,801,853,886,931
Cariús (CE),497,766,801,853,886,931
Carnaubal (CE),497,766,801,853,886,931
Cascavel (CE),497,766,801,853,886,931
Catarina (CE),497,766,801,853,886,931
Catunda (CE),497,766,801,853,886,931
Caucaia (CE),497,766,801,853,886,931
Cedro (CE),497,766,801,853,886,931
Chaval (CE),497,766,801,853,886,931
Choró (CE),497,766,801,853,886,931
Chorozinho (CE),497,766,801,853,886,931
Coreaú (CE),497,766,801,853,886,931
Crateús (CE),497,766,801,853,886,931
Crato (CE),497,766,801,853,886,931
Croatá (CE),497,766,801,853,886,931
Cruz (CE),497,766,801,853,886,931
Deputado Irapuan Pinheiro (CE),497,766,801,853,886,931
Ererê (CE),497,766,801,853,886,931
Eusébio (CE),497,766,801,853,886,931
Farias Brito (CE),497,766,801,853,886,931
Forquilha (CE),497,766,801,853,886,931
Fortaleza (CE),497,766,801,853,886,931
Fortim (CE),497,766,801,853,886,931
Frecheirinha (CE),497,766,801,853,886,931
General Sampaio (CE),497,766,801,853,886,931
Graça (CE),497,766,801,853,886,931
Granja (CE),497,766,801,853,886,931
Granjeiro (CE),497,766,801,853,886,931
Groaíras (CE),497,766,801,853,886,931
Guaiúba (CE),497,766,801,853,886,931
Guaraciaba do Norte (CE),497,766,801,853,886,931
Guaramiranga (CE),497,766,801,853,886,931
Hidrolândia (CE),497,766,801,853,886,931
Horizonte (CE),497,766,801,853,886,931
Ibaretama (CE),497,766,801,853,886,931
Ibiapina (CE),497,766,801,853,886,931
Ibicuitinga (CE),497,766,801,853,886,931
Icapuí (CE),497,766,801,853,886,931
Icó (CE),497,766,801,853,886,931
Iguatu (CE),497,766,801,853,886,931
Independência (CE),497,766,801,853,886,931
Ipaporanga (CE),497,766,801,853,886,931
Ipaumirim (CE),497,766,801,853,886,931
Ipu (CE),497,766,801,853,886,931
Ipueiras (CE),497,766,801,853,886,931
Iracema (CE),497,766,801,853,886,931
Irauçuba (CE),497,766,801,853,886,931
Itaiçaba (CE),497,766,801,853,886,931
Itaitinga (CE),497,766,801,853,886,931
Itapajé (CE),497,766,801,853,886,931
Itapipoca (CE),497,766,801,853,886,931
Itapiúna (CE),497,766,801,853,886,931
Itarema (CE),497,766,801,853,886,931
Itatira (CE),497,766,801,853,886,931
Jaguaretama (CE),497,766,801,853,886,931
Jaguaribara (CE),497,766,801,853,886,931
Jaguaribe (CE),497,766,801,853,886,931
Jaguaruana (CE),497,766,801,853,886,931
Jardim (CE),497,766,801,853,886,931
Jati (CE),497,766,801,853,886,931
Jijoca de Jericoacoara (CE),497,766,801,853,886,931
Juazeiro do Norte (CE),497,766,801,853,886,931
Jucás (CE),497,766,801,853,886,931
Lavras da Mangabeira (CE),497,766,801,853,886,931
Limoeiro do Norte (CE),497,766,801,853,886,931
Madalena (CE),497,766,801,853,886,931
Maracanaú (CE),497,766,801,853,886,931
Maranguape (CE),497,766,801,853,886,931
Marco (CE),497,766,801,853,886,931
Martinópole (CE),497,766,801,853,886,931
Massapê (CE),497,766,801,853,886,931
