Monteirópolis (AL),16.89,13.42,12.61,13.35,15.62,9.05
Murici (AL),16.89,13.42,12.61,13.35,15.62,9.05
Novo Lino (AL),16.89,13.42,12.61,13.35,15.62,9.05
Olho d'Água das Flores (AL),16.89,13.42,12.61,13.35,15.62,9.05
Olho d'Água do Casado (AL),16.89,13.42,12.61,13.35,15.62,9.05
Olho d'Água Grande (AL),16.89,13.42,12.61,13.35,15.62,9.05
Olivença (AL),16.89,13.42,12.61,13.35,15.62,9.05
Ouro Branco (AL),16.89,13.42,12.61,13.35,15.62,9.05
Palestina (AL),16.89,13.42,12.61,13.35,15.62,9.05
Palmeira dos Índios (AL),16.89,13.42,12.61,13.35,15.62,9.05
Pão de Açúcar (AL),16.89,13.42,12.61,13.35,15.62,9.05
Pariconha (AL),16.89,13.42,12.61,13.35,15.62,9.05
Paripueira (AL),16.89,13.42,12.61,13.35,15.62,9.05
Passo de Camaragibe (AL),16.89,13.42,12.61,13.35,15.62,9.05
Paulo Jacinto (AL),16.89,13.42,12.61,13.35,15.62,9.05
Penedo (AL),16.89,13.42,12.61,13.35,15.62,9.05
Piaçabuçu (AL),16.89,13.42,12.61,13.35,15.62,9.05
Pilar (AL),16.89,13.42,12.61,13.35,15.62,9.05
Pindoba (AL),16.89,13.42,12.61,13.35,15.62,9.05
Piranhas (AL),16.89,13.42,12.61,13.35,15.62,9.05
Poço das Trincheiras (AL),16.89,13.42,12.61,13.35,15.62,9.05
Porto Calvo (AL),16.89,13.42,12.61,13.35,15.62,9.05
Porto de Pedras (AL),16.89,13.42,12.61,13.35,15.62,9.05
Porto Real do Colégio (AL),16.89,13.42,12.61,13.35,15.62,9.05
Quebrangulo (AL),16.89,13.42,12.61,13.35,15.62,9.05
Rio Largo (AL),16.89,13.42,12.61,13.35,15.62,9.05
Roteiro (AL),16.89,13.42,12.61,13.35,15.62,9.05
Santa Luzia do Norte (AL),16.89,13.42,12.61,13.35,15.62,9.05
Santana do Ipanema (AL),16.89,13.42,12.61,13.35,15.62,9.05
Santana do Mundaú (AL),16.89,13.42,12.61,13.35,15.62,9.05
São Brás (AL),16.89,13.42,12.61,13.35,15.62,9.05
São José da Laje (AL),16.89,13.42,12.61,13.35,15.62,9.05
São José da Tapera (AL),16.89,13.42,12.61,13.35,15.62,9.05
São Luís do Quitunde (AL),16.89,13.42,12.61,13.35,15.62,9.05
São Miguel dos Campos (AL),16.89,13.42,12.61,13.35,15.62,9.05
São Miguel dos Milagres (AL),16.89,13.42,12.61,13.35,15.62,9.05
São Sebastião (AL),16.89,13.42,12.61,13.35,15.62,9.05
Satuba (AL),16.89,13.42,12.61,13.35,15.62,9.05
Senador Rui Palmeira (AL),16.89,13.42,12.61,13.35,15.62,9.05
Tanque d'Arca (AL),16.89,13.42,12.61,13.35,15.62,9.05
Taquarana (AL),16.89,13.42,12.61,13.35,15.62,9.05
Teotônio Vilela (AL),16.89,13.42,12.61,13.35,15.62,9.05
Traipu (AL),16.89,13.42,12.61,13.35,15.62,9.05
União dos Palmares (AL),16.89,13.42,12.61,13.35,15.62,9.05
Viçosa (AL),16.89,13.42,12.61,13.35,15.62,9.05
Abaíra (BA),16.89,13.42,12.61,13.35,15.62,9.05
Abaré (BA),16.89,13.42,12.61,13.35,15.62,9.05
Acajutiba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Adustina (BA),16.89,13.42,12.61,13.35,15.62,9.05
Água Fria (BA),16.89,13.42,12.61,13.35,15.62,9.05
Érico Cardoso (BA),16.89,13.42,12.61,13.35,15.62,9.05
Aiquara (BA),16.89,13.42,12.61,13.35,15.62,9.05
Alagoinhas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Alcobaça (BA),16.89,13.42,12.61,13.35,15.62,9.05
Almadina (BA),16.89,13.42,12.61,13.35,15.62,9.05
Amargosa (BA),16.89,13.42,12.61,13.35,15.62,9.05
Amélia Rodrigues (BA),16.89,13.42,12.61,13.35,15.62,9.05
América Dourada (BA),16.89,13.42,12.61,13.35,15.62,9.05
Anagé (BA),16.89,13.42,12.61,13.35,15.62,9.05
Andaraí (BA),16.89,13.42,12.61,13.35,15.62,9.05
Andorinha (BA),16.89,13.42,12.61,13.35,15.62,9.05
Angical (BA),16.89,13.42,12.61,13.35,15.62,9.05
Anguera (BA),16.89,13.42,12.61,13.35,15.62,9.05
Antas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Antônio Cardoso (BA),16.89,13.42,12.61,13.35,15.62,9.05
Antônio Gonçalves (BA),16.89,13.42,12.61,13.35,15.62,9.05
Aporá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Apuarema (BA),16.89,13.42,12.61,13.35,15.62,9.05
Aracatu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Araçás (BA),16.89,13.42,12.61,13.35,15.62,9.05
Araci (BA),16.89,13.42,12.61,13.35,15.62,9.05
Aramari (BA),16.89,13.42,12.61,13.35,15.62,9.05
Arataca (BA),16.89,13.42,12.61,13.35,15.62,9.05
Aratuípe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Aurelino Leal (BA),16.89,13.42,12.61,13.35,15.62,9.05
Baianópolis (BA),16.89,13.42,12.61,13.35,15.62,9.05
Baixa Grande (BA),16.89,13.42,12.61,13.35,15.62,9.05
Banzaê (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barra (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barra da Estiva (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barra do Choça (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barra do Mendes (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barra do Rocha (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barreiras (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barro Alto (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barrocas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Barro Preto (BA),16.89,13.42,12.61,13.35,15.62,9.05
Belmonte (BA),16.89,13.42,12.61,13.35,15.62,9.05
Belo Campo (BA),16.89,13.42,12.61,13.35,15.62,9.05
Biritinga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Boa Nova (BA),16.89,13.42,12.61,13.35,15.62,9.05
Boa Vista do Tupim (BA),16.89,13.42,12.61,13.35,15.62,9.05
Bom Jesus da Lapa (BA),16.89,13.42,12.61,13.35,15.62,9.05
Bom Jesus da Serra (BA),16.89,13.42,12.61,13.35,15.62,9.05
Boninal (BA),16.89,13.42,12.61,13.35,15.62,9.05
Bonito (BA),16.89,13.42,12.61,13.35,15.62,9.05
Boquira (BA),16.89,13.42,12.61,13.35,15.62,9.05
Botuporã (BA),16.89,13.42,12.61,13.35,15.62,9.05
Brejões (BA),16.89,13.42,12.61,13.35,15.62,9.05
Brejolândia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Brotas de Macaúbas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Brumado (BA),16.89,13.42,12.61,13.35,15.62,9.05
Buerarema (BA),16.89,13.42,12.61,13.35,15.62,9.05
Buritirama (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caatiba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cabaceiras do Paraguaçu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cachoeira (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caculé (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caém (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caetanos (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caetité (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cafarnaum (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cairu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caldeirão Grande (BA),16.89,13.42,12.61,13.35,15.62,9.05
Camacan (BA),16.89,13.42,12.61,13.35,15.62,9.05
Camaçari (BA),16.89,13.42,12.61,13.35,15.62,9.05
Camamu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Campo Alegre de Lourdes (BA),16.89,13.42,12.61,13.35,15.62,9.05
Campo Formoso (BA),16.89,13.42,12.61,13.35,15.62,9.05
Canápolis (BA),16.89,13.42,12.61,13.35,15.62,9.05
Canarana (BA),16.89,13.42,12.61,13.35,15.62,9.05
Canavieiras (BA),16.89,13.42,12.61,13.35,15.62,9.05
Candeal (BA),16.89,13.42,12.61,13.35,15.62,9.05
Candeias (BA),16.89,13.42,12.61,13.35,15.62,9.05
Candiba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cândido Sales (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cansanção (BA),16.89,13.42,12.61,13.35,15.62,9.05
Canudos (BA),16.89,13.42,12.61,13.35,15.62,9.05
Capela do Alto Alegre (BA),16.89,13.42,12.61,13.35,15.62,9.05
Capim Grosso (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caraíbas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caravelas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cardeal da Silva (BA),16.89,13.42,12.61,13.35,15.62,9.05
Carinhanha (BA),16.89,13.42,12.61,13.35,15.62,9.05
Casa Nova (BA),16.89,13.42,12.61,13.35,15.62,9.05
Castro Alves (BA),16.89,13.42,12.61,13.35,15.62,9.05
Catolândia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Catu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Caturama (BA),16.89,13.42,12.61,13.35,15.62,9.05
Central (BA),16.89,13.42,12.61,13.35,15.62,9.05
Chorrochó (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cícero Dantas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cipó (BA),16.89,13.42,12.61,13.35,15.62,9.05
Coaraci (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cocos (BA),16.89,13.42,12.61,13.35,15.62,9.05
Conceição da Feira (BA),16.89,13.42,12.61,13.35,15.62,9.05
Conceição do Almeida (BA),16.89,13.42,12.61,13.35,15.62,9.05
Conceição do Coité (BA),16.89,13.42,12.61,13.35,15.62,9.05
Conceição do Jacuípe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Conde (BA),16.89,13.42,12.61,13.35,15.62,9.05
Condeúba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Contendas do Sincorá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Coração de Maria (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cordeiros (BA),16.89,13.42,12.61,13.35,15.62,9.05
Coribe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Coronel João Sá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Correntina (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cotegipe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cravolândia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Crisópolis (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cristópolis (BA),16.89,13.42,12.61,13.35,15.62,9.05
Cruz das Almas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Curaçá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Dário Meira (BA),16.89,13.42,12.61,13.35,15.62,9.05
Dias d'Ávila (BA),16.89,13.42,12.61,13.35,15.62,9.05
Dom Basílio (BA),16.89,13.42,12.61,13.35,15.62,9.05
Dom Macedo Costa (BA),16.89,13.42,12.61,13.35,15.62,9.05
Elísio Medrado (BA),16.89,13.42,12.61,13.35,15.62,9.05
Encruzilhada (BA),16.89,13.42,12.61,13.35,15.62,9.05
Entre Rios (BA),16.89,13.42,12.61,13.35,15.62,9.05
Esplanada (BA),16.89,13.42,12.61,13.35,15.62,9.05
Euclides da Cunha (BA),16.89,13.42,12.61,13.35,15.62,9.05
Eunápolis (BA),16.89,13.42,12.61,13.35,15.62,9.05
Fátima (BA),16.89,13.42,12.61,13.35,15.62,9.05
Feira da Mata (BA),16.89,13.42,12.61,13.35,15.62,9.05
Feira de Santana (BA),16.89,13.42,12.61,13.35,15.62,9.05
Filadélfia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Firmino Alves (BA),16.89,13.42,12.61,13.35,15.62,9.05
Floresta Azul (BA),16.89,13.42,12.61,13.35,15.62,9.05
Formosa do Rio Preto (BA),16.89,13.42,12.61,13.35,15.62,9.05
Gandu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Gavião (BA),16.89,13.42,12.61,13.35,15.62,9.05
Gentio do Ouro (BA),16.89,13.42,12.61,13.35,15.62,9.05
Glória (BA),16.89,13.42,12.61,13.35,15.62,9.05
Gongogi (BA),16.89,13.42,12.61,13.35,15.62,9.05
Governador Mangabeira (BA),16.89,13.42,12.61,13.35,15.62,9.05
Guajeru (BA),16.89,13.42,12.61,13.35,15.62,9.05
Guanambi (BA),16.89,13.42,12.61,13.35,15.62,9.05
Guaratinga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Heliópolis (BA),16.89,13.42,12.61,13.35,15.62,9.05
Iaçu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibiassucê (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibicaraí (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibicoara (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibicuí (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibipeba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibipitanga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibiquera (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibirapitanga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibirapuã (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibirataia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibitiara (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibititá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ibotirama (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ichu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Igaporã (BA),16.89,13.42,12.61,13.35,15.62,9.05
Igrapiúna (BA),16.89,13.42,12.61,13.35,15.62,9.05
Iguaí (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ilhéus (BA),16.89,13.42,12.61,13.35,15.62,9.05
Inhambupe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ipecaetá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ipiaú (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ipirá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ipupiara (BA),16.89,13.42,12.61,13.35,15.62,9.05
Irajuba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Iramaia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Iraquara (BA),16.89,13.42,12.61,13.35,15.62,9.05
Irará (BA),16.89,13.42,12.61,13.35,15.62,9.05
Irecê (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itabela (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itaberaba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itabuna (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itacaré (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itaeté (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itagi (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itagibá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itagimirim (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itaguaçu da Bahia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itaju do Colônia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itajuípe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itamaraju (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itamari (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itambé (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itanagra (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itanhém (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itaparica (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itapé (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itapebi (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itapetinga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itapicuru (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itapitanga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itaquara (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itarantim (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itatim (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itiruçu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itiúba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Itororó (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ituaçu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ituberá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Iuiu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jaborandi (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jacaraci (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jacobina (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jaguaquara (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jaguarari (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jaguaripe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jandaíra (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jequié (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jeremoabo (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jiquiriçá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jitaúna (BA),16.89,13.42,12.61,13.35,15.62,9.05
João Dourado (BA),16.89,13.42,12.61,13.35,15.62,9.05
Juazeiro (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jucuruçu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jussara (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jussari (BA),16.89,13.42,12.61,13.35,15.62,9.05
Jussiape (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lafaiete Coutinho (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lagoa Real (BA),16.89,13.42,12.61,13.35,15.62,9.05
Laje (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lajedão (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lajedinho (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lajedo do Tabocal (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lamarão (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lapão (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lauro de Freitas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Lençóis (BA),16.89,13.42,12.61,13.35,15.62,9.05
Licínio de Almeida (BA),16.89,13.42,12.61,13.35,15.62,9.05
Livramento de Nossa Senhora (BA),16.89,13.42,12.61,13.35,15.62,9.05
Luís Eduardo Magalhães (BA),16.89,13.42,12.61,13.35,15.62,9.05
Macajuba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Macarani (BA),16.89,13.42,12.61,13.35,15.62,9.05
Macaúbas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Macururé (BA),16.89,13.42,12.61,13.35,15.62,9.05
Madre de Deus (BA),16.89,13.42,12.61,13.35,15.62,9.05
Maetinga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Maiquinique (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mairi (BA),16.89,13.42,12.61,13.35,15.62,9.05
Malhada (BA),16.89,13.42,12.61,13.35,15.62,9.05
Malhada de Pedras (BA),16.89,13.42,12.61,13.35,15.62,9.05
Manoel Vitorino (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mansidão (BA),16.89,13.42,12.61,13.35,15.62,9.05
Maracás (BA),16.89,13.42,12.61,13.35,15.62,9.05
Maragogipe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Maraú (BA),16.89,13.42,12.61,13.35,15.62,9.05
Marcionílio Souza (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mascote (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mata de São João (BA),16.89,13.42,12.61,13.35,15.62,9.05
Matina (BA),16.89,13.42,12.61,13.35,15.62,9.05
Medeiros Neto (BA),16.89,13.42,12.61,13.35,15.62,9.05
Miguel Calmon (BA),16.89,13.42,12.61,13.35,15.62,9.05
Milagres (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mirangaba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mirante (BA),16.89,13.42,12.61,13.35,15.62,9.05
Monte Santo (BA),16.89,13.42,12.61,13.35,15.62,9.05
Morpará (BA),16.89,13.42,12.61,13.35,15.62,9.05
Morro do Chapéu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mortugaba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mucugê (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mucuri (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mulungu do Morro (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mundo Novo (BA),16.89,13.42,12.61,13.35,15.62,9.05
Muniz Ferreira (BA),16.89,13.42,12.61,13.35,15.62,9.05
Muquém do São Francisco (BA),16.89,13.42,12.61,13.35,15.62,9.05
Muritiba (BA),16.89,13.42,12.61,13.35,15.62,9.05
Mutuípe (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nazaré (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nilo Peçanha (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nordestina (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nova Canaã (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nova Fátima (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nova Ibiá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nova Itarana (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nova Redenção (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nova Soure (BA),16.89,13.42,12.61,13.35,15.62,9.05
Nova Viçosa (BA),16.89,13.42,12.61,13.35,15.62,9.05
Novo Horizonte (BA),16.89,13.42,12.61,13.35,15.62,9.05
Novo Triunfo (BA),16.89,13.42,12.61,13.35,15.62,9.05
Olindina (BA),16.89,13.42,12.61,13.35,15.62,9.05
Oliveira dos Brejinhos (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ouriçangas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Ourolândia (BA),16.89,13.42,12.61,13.35,15.62,9.05
Palmas de Monte Alto (BA),16.89,13.42,12.61,13.35,15.62,9.05
Palmeiras (BA),16.89,13.42,12.61,13.35,15.62,9.05
Paramirim (BA),16.89,13.42,12.61,13.35,15.62,9.05
Paratinga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Paripiranga (BA),16.89,13.42,12.61,13.35,15.62,9.05
Pau Brasil (BA),16.89,13.42,12.61,13.35,15.62,9.05
Paulo Afonso (BA),16.89,13.42,12.61,13.35,15.62,9.05
Pé de Serra (BA),16.89,13.42,12.61,13.35,15.62,9.05
Pedrão (BA),16.89,13.42,12.61,13.35,15.62,9.05
Pedro Alexandre (BA),16.89,13.42,12.61,13.35,15.62,9.05
Piatã (BA),16.89,13.42,12.61,13.35,15.62,9.05
Pilão Arcado (BA),16.89,13.42,12.61,13.35,15.62,9.05
Pindaí (BA),16.89,13.42,12.61,13.35,15.62,9.05
Pindobaçu (BA),16.89,13.42,12.61,13.35,15.62,9.05
Pintadas (BA),16.89,13.42,12.61,13.35,15.62,9.05
Piraí do Norte (BA),16.89,13.42,12.61,13.35,15.62,9.05
Piripá (BA),16.89,13.42,12.61,13.35,15.62,9.05
Piritiba (BA),16.89,13.42,12.61,13.35,15.62,9.05
